,No DESIGNATION,Reussite,COMMENTAIRES
35,298751872,True,['  point de terminaison optique non existante adduction souterraine emplacement point de terminaison optique plus chemin de c cble vus avec le client  dae ok ']
36,298533505,True,['  point de terminaison optique non existante passer jrt au pm pose  c ? cble  pose point de terminaison optique dae ko puisse   au point de terminaison optique']
37,229003990,True,['  point de terminaison optique existante malfaçon on plp non détectée  pose jrt au pmz plp point de branchement  tube vert fibre verte position actuelle pmz pe droite slot   numero prise optique fi   numero decharge  tout ok chez client  dae ok ']
38,296504140,True,"['  point de terminaison optique non existante passage de câble aerien au choix du client pose point de terminaison optique salon brassage pm test ok  dae ok ', 'gm lo   rdv pris par ccoi le   a partir de  apaf ', 'gm cp laisse message vocal le    pour reprendre nouveau rdv des  fini  apsm le client souhaite faire passer une gaine et il reprendra rdv', 'gm obtenu m jaouen au   le   a    repris rdv le   entre       apte', 'gm client obtenu le     rdv confirme le    a partir de  ke ']"
39,297086516,True,['  point de terminaison optique non existante intervention ok   passage de c cble en aero souterrain point de terminaison optique au salon vu avec le client (problemes avec mobi photos ins r e en pieces jointes )  dae ok ']
40,223467991,True,"['  point de terminaison optique existante malfaçon on plp non détectée  plp ok dae ok ', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee']"
41,297242818,True,['  point de terminaison optique non existante raccordementordement aerien   m de câbles le client a la prise optique la o il la souhaite dae ok ']
42,223449189,True,['  point de terminaison optique existante malfaçoncon plp non detectee  point de branchement  tube violet tiret  fibre jaune au  etages fi   decharge  plp immeubles delc ok brhement de la jarretiere au pm installation conforme appartement client au  etages  dae ok ']
43,297780457,True,"['  point de terminaison optique non existante  de c cble aerien point de terminaison optique dans salon delc ok dae ok ', 'gm client injoignable  message vocal  laisse  le    pour reprendre rdv le    ke ', 'gm suite appel client le     pris rdv le   entre  et  apmj', 'gm le tech a repris rdv avec le client pour le   a partir de  apaf  suite une appel telephonique avec le client rdv rpr par le technicien   le mercredi   a partir de   intervention bosoin de nacelle  oblige de nacelle ']"
44,299349705,True,['  point de terminaison optique non existante raccordementordement ok passage de câble en aerien ok test delc ok  dae ok ']
45,296418214,True,['  point de terminaison optique non existante installation complete ok construction de prise point de terminaison optique passage du c cble en aerien tout fonctionne bien  dae ok ']
46,223468481,True,['  point de terminaison optique non existante installation aerien ok point de terminaison optique pos dans le bureau a la demande de client  dae ok ']
47,297897802,True,['  point de terminaison optique existante malfaçon on plp non détectée  plp delc ok  dae ok ']
48,223447109,True,['  point de terminaison optique non existante intervention ok passage de c cble  m souterrain la prise de a c te de l armoire lectrique la demande des clients dae ok ']
49,223468485,True,['  point de terminaison optique non existante installation aerienne ok test e ok point de terminaison optique non fixe a la demande du client suite a chantier en cours dae ok ']
50,299142684,True,"['plp conforme tout est fonctionnel chez le client', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee']"
51,297705534,True,['  point de terminaison optique non existante installation complete ok point de terminaison optique pose ok  dae ok ']
52,223513567,True,['  point de terminaison optique non existante pose  de c cble  fo en aerien +pose point de terminaison optique delc ok vu clt dae ok ']
53,299202774,True,"['  point de terminaison optique non existante ont ok point de terminaison optique ok test ok  aerien dae ok ', ""gm le tech a repris rdv avec le client pour le   a partir de   apaf  rendez vous repris pour vendredi a partir de  appeller le client  minutes avant d'arriver il n'ai pas sur place "", ""rendez vous repris pour le mercredi  a partir de  appeler le client un quart d'heure avant pour qu'il soit sur place""]"
54,296145061,False,['  cli suite appel prealable client a ule sa commande fibre pour autre operateur  ']
55,299142103,True,['  point de terminaison optique non existante installation aerien ok point de terminaison optique pos dans le compteur lectrique a la demande du client  dae ok ']
56,298195293,True,"['  point de terminaison optique non existante passage en aerien client ok  dae ok ', 'gm rv obtenu client le   a  depuis le  rdv repris pour le   a partir de  suite sms recu par le client pous ulation apsp', 'gm lo obtenu client le   a  depuis le  rdv repris pour le   a partir de  suite sms recu par le client pous ulation apsp']"
57,299887387,True,"['  point de terminaison optique non existante passage du c cble en souterrain test delc ok nouvelle route point de branchement  tube jaune fibre jaune decharge () dae ok ', "" gem litige: mc besoin binome ou materiel j'ai fait toute l'installation mais il faut que j'appelle la jtc pour faire la mutation rendez vous repris le samedi   a  dae na non   éligible au dae""]"
58,298195434,True,['  point de terminaison optique non existante tirage de c cble  pose pt tout est ok  dae ok ']
59,296851912,True,"['  point de terminaison optique non existante passage de câble aerien installation complete ok pose point de terminaison optique salon au choix du client brassage pm test ok  dae ok ', 'gm client injoignable  message laisse  le    pour pour reperdre un nouveau rdv a partir de      ke ', 'gm client injoignable  message laisse  le    pour pour reperdre un nouveau rdv a partir de      ke ', ""gm client obtenu le     rdv confirme le    a partir de  ke (l'enterprise sera ferme le   jour ferie)""]"
60,298193780,True,['  point de terminaison optique non existante pose   +point de terminaison optique test ok  dae ok ']
61,223512464,True,['  point de terminaison optique existante malfaçon on @gmailcom non détectée  dossie plp cliens mais en service photo sur croic car la point de terminaison optique sfr photos sur jp  dae ok ']
62,299142342,True,['  point de terminaison optique non existante installation aerienne ok test e ok  dae ok ']
63,299349951,True,['  point de terminaison optique existante malfaçon on plp non détectée  raccordementordement plp test delc ok  dae ok ']
64,223087798,True,['  point de terminaison optique non existante pose point de terminaison optique ok mise en service ok  dae ok ']
65,223449332,True,['  point de terminaison optique existante malfaçon on plp non détectée  dae ok ']
66,297892302,True,['  point de terminaison optique non existante passage de c cbles en aerien puis en apparent point de terminaison optique au salon vu avec le client  dae ok ']
67,298195532,True,['  point de terminaison optique non existante dae ok  technicien issam intervention aerienne cleint ok ont ok']
68,296401644,False,['câble transp entre pm point de branchement couper code decharge ']
69,298195542,True,['  point de terminaison optique non existante dae ok  technicien issam intervention aerienne cleint ok ont ok']
70,298195092,True,['  point de terminaison optique non existante pavillon souterrain   dae ok ']
71,296507113,True,['pose jrt pmz+ fibre+pose point de terminaison optique delc ok mobi hs']
72,299142941,True,"['  point de terminaison optique existante malfaçon on plp détectée cheminement  intervention ok changement de jarretiere au niveau de pmcode d charge  dae ok ', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee']"
73,298195472,True,['  point de terminaison optique non existante passer jrt au pm pose  pee c cble  pose point de terminaison optique  dae ok ']
74,297457656,True,['  point de terminaison optique non existante raccordement sout ok apie ok ras dae ok ']
75,299200020,True,['  point de terminaison optique non existante facade  delc ok decharge  point de branchement  tube rouge fibre violet  dae ok ']
76,299552985,True,['  point de terminaison optique non existante installation complete pavillon en souterrain passage de c cble en facade ok bug crioc photos en pi ces jointes ok box operationnel chek ko interventions orange sur le point de branchement  couper tout le tube rouge dans le voisin perturb   dae ko xxx']
77,298702452,False,"['  cli ulation de commande', 'gm intervention en cours', ""gm cp  laisse  message vocal  au  le    a  pour reprendre nouveau rdv des  fini   apaf    gem litige: dd deplacer l'arriv  e int  rieure l'arriv  e int  rieur est introuvable ou dernier le placo le client doit la d  gager  dae na non   éligible au dae""]"
78,297706618,True,"['  point de terminaison optique non existante installation ftth pavillon en aerien sur  m ok dae ok ', 'gmintervention a solder ']"
79,298195476,True,['  point de terminaison optique non existante passer jrt au pm pose  c cble  pose point de terminaison optique  dae ok ']
80,297938520,True,"['  point de terminaison optique non existante apcpok  dae ok ', 'gm ab   rdv pris par ccoi le   a  apaf    gem litige: ab client absent client absence  dae na non eéligible au dae']"
81,298741656,True,"['  point de terminaison optique existante  tout est fonctions chez le client signal   plp ok dae ok', 'gm lo  laisse message vocal au   le    a  pour reprendre nouveau rdv   apaf technicien absent client injoignable pour reprendre rdv ', 'gmobtenu clt le   au    appel pour proposer rdv le   clt pas disponible  repris rdv le   a partir de  apan ', 'gm intervention en cours']"
82,299143084,True,"['  point de terminaison optique existante malfaçon on plp non détectée  plp ok dae ok ', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee']"
83,223447693,True,['  point de terminaison optique existante malfaçon on plp non détectée  plp immeuble installation conforme delc ok passage de la jarretiere au pmz bloc op rateur   bloc brassage   fi   d charge   dae ok ']
84,297583975,True,"['  point de terminaison optique non existante raccordement sout ok probleme mobi photo ras dae ok ', '  ']"
85,223633117,True,['  point de terminaison optique existante malfaçon on plp non détectée  plp ok test ok photos en piece jointe  dae ok ']
86,299002956,True,['  point de terminaison optique non existante raccordementordement ok passage de câble en aerien ok test delc ok photo point de terminaison optique apres voir piece jointe  dae ok ']
87,299193073,True,['  point de terminaison optique non existante test ok car cim impossible acces sur le moment test ok ont en attente de box ont ok point de terminaison optique ok test ok  facade  dae ko test ok car cim impossible acc s sur le moment test ok ont en attente de box']
88,297706619,True,['  point de terminaison optique non existante apcp ok raccordement facade  point de terminaison optique posee  dae ok ']
89,299401880,True,"['derniere rele  pas de retour laisse message vocal le    le client doit contacter son operateur pour reprise de rdv apaa', ""gm cp  laisse  message vocal  au   le    a  pour reprendre nouveau rdv des  fini   apaf    gem litige: lp localisation point de blocage litige: dd deplacer l'arriv  e int  rieure litige: cp travaux sur conduite privative  le client doit faire passer un   lectricien pour le position de la point de terminaison optique dae na non ""]"
90,298194486,True,['  point de terminaison optique non existante passage en aerien client ok  dae ok ']
91,299201994,True,['  point de terminaison optique non existante passage du c cble en immeuble test delc ok nouvelle route point de branchement () tube (jaune) fibre(rouge) decharge ( ) dae ok ']
92,298194516,True,"[' gem  client veut box a l etage besoin percement pignon maison habill avec ardoise seule solution pour passer c cble besoin lagage en propri t priv e le client va recontacter op rateur lorsque les travaux seront', 'lo laisse message vocal le   au     pour reprise de rdv apan', 'gm   client obtenu au  le   a : pour reprise de rdv pour le   a partir de : apjb  ']"
93,297781886,True,['  point de terminaison optique non existante raccordementordement aerien   m ok box ok ras dae ok ']
94,298195480,True,['  point de terminaison optique non existante pose jrt au pmz passage c cble aerien plus pose point de terminaison optique tout ok  dae ok ']
95,298932728,True,['  point de terminaison optique non existante passage en souterrain client ok  dae ok ']
96,297780994,True,['  point de terminaison optique existante malfaçon on plp non détectée  d  changer   point de branchement  tube orange fibre verte pm pt  pe g  pe d   dae ok ']
97,223227702,True,"['apres plusieurs reles pas de retour client doit recontacter son opt apjc gm laisse message vocal au  le   a pour reprendre nouveau rdv des  fini   apsp   le client a des travaux a faire mais ne souhaite pas les realiser   regar', 'gm laisse message vocal au  le    a pour reprendre nouveau rdv des  fini   apsp   le client a des travaux a faire mais ne souhaite pas les realiser litige: dr probleme de regard  regarde introuvable chez le client vers le point de branchement  dae na non eéligible au dae']"
98,223370609,True,"['derniere rele  pas de retour laisse message vocal le    le client doit contacter son operateur pour reprise de rdv apaa', 'gm cp  laisse  message vocal  au  le    a  pour reprendre nouveau rdv des  fini   apaf  gaine bloquer  regard introuvable la cliente recontactera la ca quand le regard aura ete retrouver']"
99,298193018,True,['  point de terminaison optique non existante poser  metres de c cble en aerien tout est ok chez le client  dae ok  point de branchement  tube rouge fibre jaune pm pe droite tete   decharge ']
100,223309967,True,['  point de terminaison optique existante malfaçon on plp non détectée  plp immeubles delc ok brhement de la jarretiere au pm installation conforme  dae ok ']
101,296729134,True,['  point de terminaison optique existante malfaçon on plp non détectée  client brher sur pt  tube rouge fibre bleue num ro de d charge  dae ok ']
102,296940035,True,['  point de terminaison optique non existante passage c cble en sous terrain pose prise point de terminaison optique brassage pm test ok  dae ok ']
103,296941845,True,"['  point de terminaison optique non existante pose  m de câble + pose point de terminaison optique delc ok dae ok ', 'gm lo  laisse message vocal au   le     a  pour reprendre nouveau rdv   apaf ', 'gm obtenu mme rolland au  le   a    repris rdv le   entre       apte']"
104,223370728,True,"['  point de terminaison optique non existante installation complete pavillon en souterrain passage de c cble en facade ok bug crioc photos en pi ces jointes ok  dae ok ', 'gm cp laisse message vocal pour reprendre nouveau rdv des  fini apab   gem litige: pp percement en domaine privatif litige: cp travaux sur conduite privative  le client doit faire passer une gaine du regard vers son domicile et faire un percement au niveau de sa fa  ade  son fourreau etant bouch   en partie privative', 'gm obtenu clt le   au   repris rdv le   a partir de  apil']"
105,299003821,True,['  point de terminaison optique non existante installation complete pavillon ok dae ok ']
106,298937877,True,['  point de terminaison optique non existante pose point de terminaison optique +tere  c cble aerien test client ok installation client ok  dae ok ']
107,299147184,True,['  point de terminaison optique non existante passage de c cble en souterrain point de terminaison optique pose dans le salon  dae ok ']
108,298275966,False,"['   impossible d ouvrir la chambre chambre scellee  dae na non éligible au dae decharge  dostec en piece joint', 'gm lo  laisse message vocal au   le     a  pour reprendre nouveau rdv   apaf ', 'gm obtenu m di maggio au   le   a    repris rdv le   entre       apte', ""  litige: ai installation non accessible impossible d'ouvrir la chambre chambre scellee  dae na non   éligible au dae decharge ""]"
109,299348949,True,['mutation avec la stgp point de  au  eme etg tube vert tiret  fibre violet bloc brassage   bloc operateur   fi   decharge  decharge pigtail  passage de la jarretiere au pmz']
110,298301714,True,"['pm complete nd    point de terminaison optique existante malfaçon on plp non détectée  dae ok ', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee']"
111,223309974,True,"['  point de terminaison optique non existante point de terminaison optique pose a la demande de l abonne ok installation ok passage de câble immeuble ok ont ok code de decharge :  dae ok ', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee']"
112,223077591,True,"['  point de terminaison optique existante malfaçon on plp non détectée  point de branchement  tube bleue tiret  fibre bleue au  tages fi   decharge  plp immeubles delc ok brhement de la jarreti re au pm installation conforme appartement cliente   me tages  dae ok ', '  ']"
113,298252285,True,"['plp complete nd    point de terminaison optique existante malfaçon on plp non détectée  dae ok ', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee', 'gm lo rdv repris le  mai a ']"
114,299191098,True,"['  point de terminaison optique existante malfaçon on plp non détectée  plp confirme delc ok aucune malfaçon on d tecte decharge  point de branchement  tube rouge fibre jaune  dae ok ', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee']"
115,298072643,False,['decharge:  pas de signal entre point de branchement et pm pose jrt pm brhement point de branchement pose câble  pose point de terminaison optique   cote opt au pm pas de signal au point de branchement testr toutes les fibres']
116,297892153,True,"['  point de terminaison optique existante malfaçon on plp non détectée  point de terminaison optique existante brassage au niveau du pm ont ok alizeecaraes@gmailcom dae ok ', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee']"
117,299002638,True,['  point de terminaison optique non existante installation aerien complete complexe ok point de terminaison optique pos dans le salon a la demande de client  dae ok ']
118,223309981,True,['  point de terminaison optique non existante passage de c cble en guenne technique photo inserer dans crioc  dae ok ']
119,298194489,True,['  point de terminaison optique non existante dae ok  technicien issam intervention aerienne cleint ok ont ok']
120,297678925,True,['  point de terminaison optique existante malfaçoncon plp non detectee  plp ok dae ok ']
121,298748401,True,['  le client a des travaux a faire mais ne souhaite pas les realiser   gaine bouchee entre regard et maison adsl ne bouge pas  dae na non éligible au dae']
122,298492330,True,['  point de terminaison optique non existante  fo bl  dechets fibre dans gaine technique voir photo  dae ok ']
123,229005502,True,"['  point de terminaison optique existante malfaçon on plp détectée cheminement  point de branchement  tube rouge fibre jaune num ro d charge :  position pm droite slot   dae ok ', 'gm lo obtenu clt le   au    repris rdv le   a partir de  apil']"
124,299003924,True,['  point de terminaison optique non existante raccordement aerien ok point de terminaison optique salon tout est ok   poteaux  dae ok ']
125,297706735,True,['  point de terminaison optique non existante installation ftth pavillon en aerien sur  m ok  dae ok ']
126,298532230,True,['  point de terminaison optique existante malfaçon on plp non détectée  mise en service  dae ok ']
127,299282653,True,"['  point de terminaison optique existante malfaçoncon plp non detectee  mise en service ok decharge  dae ok ', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee']"
128,299142799,True,"['  point de terminaison optique existante malfaçoncon plp detectee cheminement  point de terminaison optique existante plp ont ok code de decharge :  dae ok ', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee']"
129,223447696,True,"['  point de terminaison optique non existante point de terminaison optique pose a la demande de l abonne ok installation ok passage de câble immeuble ok ont ok code de decharge :  dae ok ', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee', 'lo', ""obtenu clt au    le   repris rdv le   a  partir  apep   gem litige: ab client absent client prevenu du retard ce matin appel a  pour pr  venir de mon arriv  e mais client n'  tait plus sur place  dae na non   éligible au dae""]"
130,297811248,True,['  point de terminaison optique existante malfaçoncon plp non detectee  point de terminaison optique existante brassage au niveau de pm ont ok dae ok ']
131,297450712,False,['suite a plusieurs reles aucun retour de la part du clt  laisse message vocal le   clt doit recontacter son operateur apil']
132,299202895,True,['  point de terminaison optique non existante facade  delc ok  percement  dae ok ']
133,299558821,True,['  point de terminaison optique existante malfaçoncon plp non detectee  plp immeubles delc ok brhement de la jarretiere au pm installation conforme  dae ok ']
134,297679510,True,['  point de terminaison optique existante malfaçon on plp non détectée  plp ok  dae ok ']
